date,timestamp,call_disposition,contact_id
2019-07-23,2019-07-23T15:46:33.000Z,Busy,b79a5040990540a96
2019-12-04,2019-12-04T21:54:40.000Z,No Answer,74c44690994405776
2019-08-08,2019-08-08T17:33:21.000Z,Left Voicemail,5066c6ca4b80a0408
2019-07-25,2019-07-25T23:31:48.000Z,No Answer,a8477400060594408
2019-07-26,2019-07-26T15:55:26.000Z,Left Voicemail,a8477400060594408
2019-08-08,2019-08-08T17:09:22.000Z,Left Voicemail,c8604ba74c6509b88
2019-07-25,2019-07-25T23:30:39.000Z,Wrong Number,c8604ba74c6509b88
2019-07-26,2019-07-26T16:03:44.000Z,Left Voicemail,c8604ba74c6509b88
2019-10-16,2019-10-16T21:59:59.000Z,No Answer,c8604ba74c6509b88
2019-07-25,2019-07-25T23:31:40.000Z,No Answer,8970a5959b96c4848
2019-07-26,2019-07-26T15:57:23.000Z,Left Voicemail,8970a5959b96c4848
2019-10-16,2019-10-16T22:00:51.000Z,No Answer,5b485ab6c8b7099ab
2019-08-09,2019-08-09T15:34:00.000Z,No Answer,a77b456470a9a8964
2019-10-15,2019-10-15T22:57:01.000Z,Wrong Number,a77b456470a9a8964
2019-07-25,2019-07-25T23:30:31.000Z,Wrong Number,a77b456470a9a8964
2019-10-16,2019-10-16T22:00:43.000Z,No Answer,9a9b7ccb48a7cacb8
2019-10-16,2019-10-16T22:00:37.000Z,No Answer,9a9b7ccb48a7cacb8
2019-10-15,2019-10-15T22:41:20.000Z,Left Voicemail,48b8b89ca09454bcb
2019-07-25,2019-07-25T23:30:45.000Z,No Answer,65578a7c475a64456
2019-07-26,2019-07-26T16:00:04.000Z,No Answer,65578a7c475a64456
2019-05-01,2019-05-01T15:39:57.000Z,Connected,40549894a7a40cc68
2019-08-08,2019-08-08T14:54:26.000Z,Not in Service,4a66a868c59797648
2019-07-23,2019-07-23T16:10:14.000Z,No Answer,4a66a868c59797648
2019-07-18,2019-07-18T15:58:14.000Z,Left Voicemail,4a66a868c59797648
2019-12-17,2019-12-17T17:07:44.000Z,Left Voicemail,89b97ab00096a8a7
2019-10-02,2019-10-02T15:16:53.000Z,No Answer,a97b596556cbca9b8
2019-03-21,2019-03-21T21:58:52.000Z,Left Voicemail,65969665cc8c05ab0
2019-12-17,2019-12-17T17:00:24.000Z,No Answer,c885cc77cb747aca
2019-12-17,2019-12-17T17:00:26.000Z,Left Voicemail,c885cc77cb747aca
2019-07-24,2019-07-24T23:29:15.000Z,Wrong Number,8c5c76b9b98b9579b
2019-07-24,2019-07-24T23:16:59.000Z,No Answer,8c5c76b9b98b9579b
2019-07-24,2019-07-24T23:16:42.000Z,Not in Service,8c5c76b9b98b9579b
2019-12-05,2019-12-05T17:50:24.000Z,Left Voicemail,5b7554ac9654788b4
2019-12-05,2019-12-05T17:56:05.000Z,Left Voicemail,6c58796454bc86048
2019-12-05,2019-12-05T23:11:12.000Z,No Answer,a576c579658650540
2019-09-13,2019-09-13T14:48:52.000Z,Left Voicemail,4b8b85a7caca4a904
2019-09-10,2019-09-10T13:39:15.000Z,Left Voicemail,4b8b85a7caca4a904
2019-09-17,2019-09-17T14:35:05.000Z,Left Voicemail,5ac778075b400cc68
2019-09-12,2019-09-12T14:17:27.000Z,No Answer,5ac778075b400cc68
2019-09-09,2019-09-09T14:24:44.000Z,Left Voicemail,aa5bc49a9597068a
2019-09-17,2019-09-17T16:28:20.000Z,No Answer,aa5bc49a9597068a
2019-09-11,2019-09-11T14:21:17.000Z,Left Voicemail,aa5bc49a9597068a
2019-09-17,2019-09-17T14:51:13.000Z,Wrong Number,894c9047866aa55c6
2019-09-12,2019-09-12T14:33:22.000Z,Wrong Number,894c9047866aa55c6
2019-09-17,2019-09-17T22:25:22.000Z,No Answer,8757ba96c68b5659
2019-09-17,2019-09-17T16:29:49.000Z,No Answer,8757ba96c68b5659
2019-09-10,2019-09-10T13:22:15.000Z,Left Voicemail,8757ba96c68b5659
2019-09-12,2019-09-12T14:38:52.000Z,Left Voicemail,8757ba96c68b5659
2019-09-09,2019-09-09T14:29:28.000Z,Left Voicemail,7babc487584604b88
2019-09-12,2019-09-12T14:42:25.000Z,No Answer,7babc487584604b88
2019-08-08,2020-10-13T16:40:15.000Z,No Answer,599849578cbabc968
2019-08-05,2020-10-13T16:39:59.000Z,Wrong Number,599849578cbabc968
2019-09-24,2019-09-24T14:48:53.000Z,No Answer,8c488baab0a449b80
2019-07-25,2019-07-26T00:06:33.000Z,Left Voicemail,869a5889b40570c5b
2019-07-10,2019-07-10T22:29:24.000Z,No Answer,5486448b4608abba6
2019-08-02,2019-08-02T16:06:04.000Z,Left Voicemail,5486448b4608abba6
2019-08-02,2019-08-02T16:05:58.000Z,No Answer,5486448b4608abba6
2019-07-18,2019-07-18T22:51:33.000Z,Left Voicemail,8607b7bc067a90c5b
2019-07-16,2019-07-16T22:15:34.000Z,Left Voicemail,bb506b8c46644a4b8
2019-08-06,2019-08-06T21:29:58.000Z,Left Voicemail,6089c0805747c795
2019-07-24,2019-07-24T23:19:37.000Z,No Answer,908b4a04407a57bcb
2019-07-22,2019-07-22T22:07:08.000Z,Left Voicemail,9aca575c6489c499b
2019-08-06,2019-08-06T21:33:39.000Z,Left Voicemail,a08a05798a4547b06
2019-07-22,2019-07-22T22:07:57.000Z,Left Voicemail,a08a05798a4547b06
2019-07-24,2019-07-24T23:17:14.000Z,No Answer,a08a05798a4547b06
2019-07-24,2019-07-24T23:18:43.000Z,No Answer,aac46b7c8bb7bb5cb
2019-07-24,2019-07-24T23:18:54.000Z,No Answer,aac46b7c8bb7bb5cb
2019-07-24,2019-07-24T23:17:23.000Z,No Answer,76b904074ba849808
2019-07-24,2019-07-24T23:18:11.000Z,No Answer,76b904074ba849808
2019-10-15,2019-10-15T15:04:35.000Z,Left Voicemail,77c5b540ab49a7b48
2019-10-02,2019-10-02T14:27:06.000Z,No Answer,599bc5059670a5000
2019-08-08,2019-08-08T15:46:59.000Z,No Answer,4a047aa85aa495b5
2019-12-10,2019-12-10T14:43:04.000Z,Left Voicemail,49847aa959c004064
2019-12-17,2019-12-17T18:43:03.000Z,Wrong Number,bab7074969ccba0cb
2019-08-08,2019-08-08T15:46:52.000Z,No Answer,49c07ab87accc5c76
2019-08-08,2019-08-08T15:47:19.000Z,No Answer,90509b97985c4ab80
2019-12-02,2019-12-02T19:47:40.000Z,No Answer,6c69caa6accc54760
2019-11-26,2019-11-26T19:06:48.000Z,Not in Service,6c69caa6accc54760
2019-12-02,2019-12-02T19:44:29.000Z,No Answer,a778a085aba607a60
2019-12-02,2019-12-02T19:41:39.000Z,Wrong Number,a778a085aba607a60
2019-11-26,2019-11-26T19:06:20.000Z,No Answer,a778a085aba607a60
2019-12-16,2019-12-16T19:45:09.000Z,Connected,6c9b86c7cba477080
2019-08-15,2019-08-15T21:42:05.000Z,No Answer,7ac5a87889a79907b
2019-10-17,2019-10-17T17:06:39.000Z,Not in Service,59a56bb5478abb4b4
2019-10-17,2019-10-17T17:16:43.000Z,Left Voicemail,b66a950a850767a7
2019-12-10,2019-12-10T21:00:53.000Z,No Answer,a80cacba9ba5967a
2019-10-17,2019-10-17T17:01:32.000Z,No Answer,a80cacba9ba5967a
2019-10-17,2019-10-17T17:09:42.000Z,No Answer,a48cca9a46b8a70b0
2019-10-17,2019-10-17T17:15:03.000Z,Left Voicemail,7a5a664949ccac544
2019-10-17,2019-10-17T17:17:54.000Z,No Answer,aac96450b60a0ab76
2019-10-17,2019-10-17T17:19:34.000Z,Left Voicemail,56b8a4ca09cc99880
2019-10-02,2019-10-02T14:34:26.000Z,Busy,6c5785b7a9070c6b4
2019-09-24,2019-09-24T15:25:25.000Z,No Answer,6c5785b7a9070c6b4
2019-07-14,2019-07-14T22:17:47.000Z,No Answer,558cba06ac486a8cb
2019-07-14,2019-07-14T22:17:34.000Z,No Answer,558cba06ac486a8cb
2019-06-13,2019-06-24T12:32:03.000Z,Left Voicemail,5ac6577b4a499b8a6
2019-06-13,2019-06-24T12:32:07.000Z,Left Voicemail,9aacaabc5b77c7504
2019-07-18,2019-07-18T22:52:47.000Z,Left Voicemail,9aacaabc5b77c7504
2019-10-15,2019-10-15T20:54:53.000Z,Connected,40075bbcbc7cc6a44
2019-12-17,2019-12-17T16:41:36.000Z,No Answer,a94acc487799c0448
2019-09-25,2019-09-25T14:48:37.000Z,Not in Service,ab80907a95c646a40
2019-10-15,2019-10-15T15:00:19.000Z,Wrong Number,b58974bc54bacb000
2019-03-21,2019-03-21T19:41:48.000Z,Rejected,a407995798b90aaab
2019-10-22,2019-10-22T15:49:24.000Z,No Answer,a0b5aa785b0677464
2019-10-22,2019-10-22T15:50:15.000Z,Wrong Number,9cb8a7867758455b
2019-12-17,2019-12-17T15:31:40.000Z,Connected,604c76a6a6068c776
2019-06-07,2019-06-24T12:50:32.000Z,Left Voicemail,685447b990504a056
2019-07-03,2019-07-03T18:17:14.000Z,No Answer,788abbc44464879c6
2019-07-03,2019-07-03T18:19:59.000Z,Left Voicemail,885604a57b0cc075b
2019-07-03,2019-07-03T18:21:59.000Z,Left Voicemail,488a7b9066bc4c080
2019-07-25,2019-07-25T23:32:40.000Z,No Answer,65466600068768848
2019-07-02,2019-07-02T21:01:03.000Z,Not in Service,ac05ca75cb6b78acb
2019-07-16,2019-07-16T22:19:48.000Z,No Answer,b476b845648966b
2019-07-16,2019-07-16T22:19:41.000Z,No Answer,b476b845648966b
2019-11-04,2019-11-04T22:44:53.000Z,Left Voicemail,b476b845648966b
2019-07-25,2019-07-26T00:08:31.000Z,Left Voicemail,66608bb58578c4b56
2019-10-21,2019-10-21T19:21:17.000Z,Left Voicemail,c9b6a07968797a704
2019-12-11,2019-12-11T18:46:55.000Z,No Answer,b898459947bc76c68
2019-12-11,2019-12-11T18:41:55.000Z,No Answer,bb790a957984b8060
2019-08-14,2019-08-14T19:16:54.000Z,Left Voicemail,405a400bcbca85496
2019-09-25,2019-09-25T14:19:31.000Z,Left Voicemail,4596aac450449a984
2019-09-24,2019-09-24T15:29:19.000Z,Left Voicemail,b66cb68ba9bc99740
2019-10-02,2019-10-02T15:39:25.000Z,No Answer,69a088b749c7cb4a6
2019-09-19,2019-09-19T16:44:53.000Z,Left Voicemail,599bc766859accc9b
2019-10-21,2019-10-21T19:44:53.000Z,No Answer,90b8a4785c40ca68
2019-12-11,2019-12-11T17:52:46.000Z,Left Voicemail,8c745554895990656
2019-09-11,2019-09-11T19:41:31.000Z,Left Voicemail,96748bb8b70a005
2019-09-24,2019-09-24T14:43:23.000Z,Left Voicemail,96748bb8b70a005
2019-09-25,2019-09-25T16:16:17.000Z,Left Voicemail,96748bb8b70a005
2019-09-18,2019-09-18T20:44:27.000Z,Left Voicemail,40885b79a0c75b87
2019-10-15,2019-10-15T13:47:10.000Z,No Answer,4b86b8ba9cb4a4cc6
2019-08-02,2019-08-02T16:02:03.000Z,No Answer,c8650a4b79c909a60
2019-07-08,2019-07-08T22:22:18.000Z,No Answer,807cbc5aabc0a4b08
2019-07-22,2019-07-22T16:03:18.000Z,No Answer,5a78c05cbb7bbc008
2019-06-19,2019-06-24T12:30:54.000Z,Left Voicemail,5a78c05cbb7bbc008
2019-07-03,2019-07-03T21:33:31.000Z,Left Voicemail,5a78c05cbb7bbc008
2019-07-22,2019-07-22T16:00:29.000Z,No Answer,b4c05b88a94460bb0
2019-07-25,2019-07-26T00:07:44.000Z,Left Voicemail,b4c05b88a94460bb0
2019-07-22,2019-07-22T16:00:38.000Z,No Answer,b4c05b88a94460bb0
2019-07-25,2019-07-26T00:07:53.000Z,Left Voicemail,b4c05b88a94460bb0
2019-10-08,2019-10-08T16:14:49.000Z,Wrong Number,6b4796c99ac89b064
2019-11-25,2019-11-25T23:20:32.000Z,No Answer,ab044a50457707cc0
2019-07-03,2019-07-03T19:28:34.000Z,Left Voicemail,4b988a8c960986040
2019-11-05,2019-11-05T22:30:41.000Z,Wrong Number,4b988a8c960986040
2019-07-25,2019-07-26T00:10:01.000Z,Left Voicemail,b94a94abb4ba00860
2019-07-25,2019-07-26T00:09:45.000Z,No Answer,b94a94abb4ba00860
2019-07-10,2019-07-10T22:09:43.000Z,Wrong Number,b94a94abb4ba00860
2019-07-18,2019-07-18T22:53:03.000Z,Left Voicemail,b94a94abb4ba00860
2019-07-03,2019-07-03T21:34:35.000Z,Left Voicemail,47aab89590956b5b0
2019-07-11,2019-07-11T18:33:11.000Z,Not in Service,4ac789766655ac864
2019-07-11,2019-07-11T18:32:00.000Z,Left Voicemail,c548509aaa8ac6588
2019-10-03,2019-10-03T20:18:43.000Z,Not in Service,a6777a0a87ab50774
2019-06-06,2019-06-24T12:50:34.000Z,Left Voicemail,88ab609a799540ac
2019-08-08,2019-08-08T17:47:41.000Z,Left Voicemail,a6b94a64a7a0c65a6
2019-11-25,2019-11-25T20:22:10.000Z,No Answer,5c0a97b99acac7464
2019-08-09,2019-08-09T15:33:24.000Z,No Answer,7c0558b8597876464
2019-08-08,2019-08-08T19:41:07.000Z,Left Voicemail,907454b4948949840
2019-12-10,2019-12-10T19:52:22.000Z,Connected,c0a44595047809808
2019-12-10,2019-12-10T14:39:26.000Z,No Answer,50c879745a5a005a
2019-12-11,2019-12-11T23:07:54.000Z,No Answer,c68c574c58864bb88
2019-10-03,2019-10-03T20:46:11.000Z,Left Voicemail,a05b774565cbb686b
2019-12-10,2019-12-10T14:41:12.000Z,No Answer,568c9770aa780a0b4
2019-08-08,2019-08-08T15:41:52.000Z,No Answer,4598c9c7a8b608ab8
2019-08-15,2019-08-15T13:42:28.000Z,Rejected,c450c67950474c8b0
2019-08-15,2019-08-15T15:41:22.000Z,Rejected,a9b7c67696a977a64
2019-08-15,2019-08-15T15:42:30.000Z,Rejected,b95b677aa0c90bb08
2019-08-15,2019-08-15T14:09:50.000Z,Left Voicemail,a08776a8b76688868
2019-09-11,2019-09-11T14:00:21.000Z,No Answer,884a4474800b7a664
2019-11-25,2019-11-25T18:23:33.000Z,Left Voicemail,b89897a94459a068
2019-12-11,2019-12-11T20:19:32.000Z,Left Voicemail,690c8560005906b40
2019-12-11,2019-12-11T20:11:40.000Z,Left Voicemail,690c8560005906b40
2019-08-08,2019-08-08T15:47:09.000Z,No Answer,776a8c0aa8c97a69
2019-08-15,2019-08-15T20:18:36.000Z,Left Voicemail,6b59a57a8408a4000
2019-08-19,2019-08-19T17:13:24.000Z,Left Voicemail,6b59a57a8408a4000
2019-07-22,2019-07-22T16:01:06.000Z,Left Voicemail,689ca7c0c0b4aa600
2019-07-25,2019-07-26T00:11:38.000Z,No Answer,9a0aba6a057c07408
2019-07-25,2019-07-26T00:12:33.000Z,Left Voicemail,9a0aba6a057c07408
2019-07-25,2019-07-26T00:12:19.000Z,Left Voicemail,9a0aba6a057c07408
2019-07-25,2019-07-26T00:12:12.000Z,Not in Service,9a0aba6a057c07408
2019-07-25,2019-07-26T00:12:00.000Z,Left Voicemail,9a0aba6a057c07408
2019-07-25,2019-07-26T00:12:27.000Z,Left Voicemail,9a0aba6a057c07408
2019-07-25,2019-07-26T00:11:52.000Z,No Answer,9a0aba6a057c07408
2019-07-25,2019-07-26T00:11:46.000Z,No Answer,9a0aba6a057c07408
2019-07-25,2019-07-26T00:11:32.000Z,Left Voicemail,9a0aba6a057c07408
2019-07-22,2019-07-22T16:05:11.000Z,No Answer,c0069ba6cbbca76c6
2019-07-22,2019-07-22T16:05:02.000Z,No Answer,c0069ba6cbbca76c6
2019-07-03,2019-07-03T16:22:03.000Z,Wrong Number,aa78b74577c65b60b
2019-07-23,2019-07-23T16:20:52.000Z,Wrong Number,aa78b74577c65b60b
2019-09-05,2019-09-05T21:14:46.000Z,No Answer,6a67a897858445400
2019-08-15,2019-08-15T20:01:57.000Z,Left Voicemail,4595c0b0954c04b96
2019-08-15,2019-08-15T21:32:16.000Z,No Answer,4595c0b0954c04b96
2019-08-19,2019-08-19T17:29:57.000Z,Left Voicemail,4595c0b0954c04b96
2019-10-02,2019-10-02T15:08:59.000Z,Left Voicemail,5bc0470a6b6cc9a76
2019-10-02,2019-10-02T15:05:21.000Z,Left Voicemail,7b79b8bc50400bb40
2019-07-25,2019-07-25T17:36:03.000Z,No Answer,b94c7b4b7a7557a9b
2019-11-25,2019-11-25T23:41:14.000Z,No Answer,9bbb57c7bc07560a6
2019-11-25,2019-11-25T23:22:17.000Z,Not in Service,cc457cb5a64a05576
2019-09-25,2019-09-25T14:57:09.000Z,Wrong Number,b4c4b00708770c600
2019-10-24,2019-10-24T19:04:02.000Z,Connected,6c90a5970ac00507b
2019-08-08,2019-08-08T16:47:19.000Z,No Answer,688764990597aa7ab
2019-09-11,2019-09-11T13:57:17.000Z,No Answer,60ccb9aa78bcb6ba
2019-10-02,2019-10-02T15:41:21.000Z,Left Voicemail,a9849897485b47c88
2019-07-11,2019-07-11T23:19:36.000Z,No Answer,544649467706a6960
2019-12-05,2019-12-05T17:02:11.000Z,Not in Service,a95b00c97754ba4
2019-12-05,2019-12-05T17:02:22.000Z,No Answer,a95b00c97754ba4
2019-05-21,2019-05-24T10:35:06.000Z,Connected,58799a8b604978a9b
2019-03-21,2019-03-21T21:28:28.000Z,Left Voicemail,c77cca4775c644688
2019-06-26,2019-06-26T21:28:26.000Z,Connected,b9b99a0075c998476
2019-06-20,2019-06-24T12:30:37.000Z,No Answer,b9b99a0075c998476
2019-06-11,2019-06-24T12:49:32.000Z,Left Voicemail,b9b99a0075c998476
2019-06-25,2019-06-25T19:08:46.000Z,Connected,9a9080c587aa7c0b4
2019-09-26,2019-09-26T17:36:15.000Z,No Answer,790489b0cbbc4440
2019-10-08,2019-10-08T16:15:37.000Z,No Answer,790489b0cbbc4440
2019-09-30,2019-09-30T13:17:14.000Z,Connected,790489b0cbbc4440
2019-12-20,2019-12-20T17:45:40.000Z,Left Voicemail,87049a0c095c0787
2019-08-09,2019-08-09T15:39:10.000Z,No Answer,8460c557880809b4
2019-08-08,2019-08-08T17:49:50.000Z,No Answer,7649877b0b0ca69b8
2019-07-23,2019-07-23T16:02:09.000Z,Left Voicemail,cbb746aa4060ac77b
2019-10-17,2019-10-17T17:39:13.000Z,No Answer,bb95688b889b0b804
2019-10-17,2019-10-17T17:23:54.000Z,No Answer,ab5cb744694957a94
2019-10-16,2019-10-16T16:56:23.000Z,Left Voicemail,ab5cb744694957a94
2019-10-17,2019-10-17T17:28:38.000Z,No Answer,a076b8bab6ac669c8
2019-08-08,2019-08-08T15:46:40.000Z,No Answer,a9c698ac96c0974
2019-11-04,2019-11-04T20:50:01.000Z,Connected,b9689b9cacb8c4c48
2019-11-21,2019-11-21T20:10:18.000Z,Busy,4a60bb54ac480a50
2019-11-07,2019-11-07T21:45:45.000Z,Left Voicemail,756c74b860658b59b
2019-11-04,2019-11-04T22:32:53.000Z,Wrong Number,c0b6ca475ba6408b4
2019-11-04,2019-11-04T22:33:07.000Z,Left Voicemail,884bcb9a6c005b59b
2019-11-05,2019-11-05T23:42:00.000Z,Connected,884bcb9a6c005b59b
2019-11-19,2019-11-19T20:36:48.000Z,No Answer,9cb7075b7bbc4706
2019-08-09,2019-08-09T15:27:19.000Z,No Answer,8aca6aa9859ccc58
2019-08-08,2019-08-08T23:50:08.000Z,No Answer,8aca6aa9859ccc58
2019-08-09,2019-08-09T15:27:34.000Z,No Answer,8aca6aa9859ccc58
2019-08-09,2019-08-09T15:27:07.000Z,No Answer,8aca6aa9859ccc58
2019-07-25,2019-07-25T23:31:55.000Z,No Answer,8aca6aa9859ccc58
2019-07-25,2019-07-25T23:32:02.000Z,Not in Service,408cba06885696056
2019-07-24,2019-07-24T23:28:45.000Z,No Answer,b8790ca74bb5ab5cb
2019-07-25,2019-07-25T23:32:10.000Z,No Answer,b8790ca74bb5ab5cb
2019-10-16,2019-10-16T22:01:40.000Z,No Answer,b8790ca74bb5ab5cb
2019-10-16,2019-10-16T22:01:34.000Z,No Answer,b8790ca74bb5ab5cb
2019-07-24,2019-07-24T23:29:00.000Z,No Answer,ca5468bcb775865b8
2019-08-09,2019-08-09T15:29:00.000Z,No Answer,ca5468bcb775865b8
2019-08-09,2019-08-09T15:28:54.000Z,No Answer,ca5468bcb775865b8
2019-08-09,2019-08-09T15:28:47.000Z,No Answer,ca5468bcb775865b8
2019-08-09,2019-08-09T15:28:39.000Z,No Answer,ca5468bcb775865b8
2019-07-25,2019-07-25T23:31:27.000Z,Wrong Number,ca5468bcb775865b8
2019-07-25,2019-07-25T23:31:21.000Z,No Answer,ca5468bcb775865b8
2019-07-16,2019-07-16T21:45:23.000Z,Left Voicemail,8b6a64b64766cb096
2019-06-25,2019-06-25T18:59:48.000Z,Left Voicemail,8b6a64b64766cb096
2019-07-17,2019-07-17T19:59:16.000Z,Left Voicemail,8b6a64b64766cb096
2019-07-03,2019-07-03T21:42:25.000Z,Left Voicemail,b444747a6047b4504
2019-07-03,2019-07-03T21:41:02.000Z,Left Voicemail,b444747a6047b4504
2019-07-03,2019-07-03T21:50:51.000Z,Left Voicemail,b444747a6047b4504
2019-08-08,2019-08-08T16:08:09.000Z,Left Voicemail,89c60b87a458c9408
2019-08-08,2019-08-08T16:41:54.000Z,No Answer,64b47976606707576
2019-08-08,2019-08-08T16:04:47.000Z,Busy,669566008cba0907b
2019-11-07,2019-11-07T21:31:05.000Z,Wrong Number,969a8a7009b866a0
2019-08-08,2019-08-08T16:10:32.000Z,Wrong Number,8874ab90c94ba7856
2019-08-08,2019-08-08T16:27:13.000Z,Left Voicemail,6a498840cb60c0696
2019-08-08,2019-08-08T22:04:11.000Z,No Answer,8760609bb86a9609
2019-08-08,2019-08-08T22:03:29.000Z,No Answer,a56c50a6788957408
2019-12-05,2019-12-05T21:47:13.000Z,Left Voicemail,557b0a0560548a456
2019-07-30,2019-07-30T18:16:38.000Z,Wrong Number,a68cbab558cc8598b
2019-07-30,2019-07-30T18:15:12.000Z,Left Voicemail,49b6c0a9a96c5b5ab
2019-07-25,2019-07-25T16:24:16.000Z,Left Voicemail,49b6c0a9a96c5b5ab
2019-07-30,2019-07-30T18:17:57.000Z,Left Voicemail,559ac5bb0cbb7c040
2019-07-30,2019-07-30T18:09:51.000Z,Wrong Number,5409bab9aa9a049b8
2019-07-25,2019-07-25T16:25:19.000Z,Wrong Number,5409bab9aa9a049b8
2019-07-03,2019-07-03T17:18:16.000Z,Left Voicemail,5b89098799b95b0b
2019-08-08,2019-08-08T23:04:51.000Z,Left Voicemail,90a5b90cc4578bab8
2019-07-03,2019-07-03T16:53:48.000Z,Left Voicemail,90a5b90cc4578bab8
2019-07-03,2019-07-03T16:52:22.000Z,Left Voicemail,90a5b90cc4578bab8
2019-03-21,2019-03-21T21:56:50.000Z,No Answer,c8a58a0a08c857840
2019-07-03,2019-07-03T17:12:04.000Z,Connected,69487486807ca7b48
2019-07-03,2019-07-03T17:16:22.000Z,Left Voicemail,b0c806b7985aba75b
2019-08-08,2019-08-08T22:22:47.000Z,Left Voicemail,b0c806b7985aba75b
2019-07-03,2019-07-03T17:46:00.000Z,Left Voicemail,75a0bc0a45698779b
2019-10-17,2019-10-17T18:08:43.000Z,Left Voicemail,4aac6564570c67704
2019-10-17,2019-10-17T18:10:21.000Z,Left Voicemail,4aac6564570c67704
2019-08-08,2019-08-08T22:57:52.000Z,Left Voicemail,b4a6668ca7664689b
2019-07-03,2019-07-03T17:21:24.000Z,Left Voicemail,b4a6668ca7664689b
2019-07-03,2019-07-03T17:19:48.000Z,Left Voicemail,c46ab05c6a88c8084
2019-08-08,2019-08-08T23:02:55.000Z,Left Voicemail,7c7404c894649c60
2019-12-10,2019-12-10T20:56:28.000Z,No Answer,8c0868a50a0c5499b
2019-10-16,2019-10-16T15:27:26.000Z,Wrong Number,a96b88976c5caa7ab
2019-10-16,2019-10-16T15:11:18.000Z,Left Voicemail,a96b88976c5caa7ab
2019-08-08,2019-08-08T17:37:25.000Z,Rejected,b864845bc6b444800
2019-03-21,2019-03-21T21:39:21.000Z,No Answer,a885044c7b640857
2019-09-09,2019-09-09T14:51:44.000Z,Wrong Number,c6c905cb9a766b840
2019-09-12,2019-09-12T14:51:36.000Z,Wrong Number,c6c905cb9a766b840
2019-03-21,2019-03-21T21:48:01.000Z,Connected,8967a09a957757a84
2019-10-17,2019-10-17T16:24:12.000Z,Connected,498a59c8a654864b4
2019-06-05,2019-06-24T12:53:16.000Z,Wrong Number,c5a6c9bac9ca98b48
2019-06-05,2019-06-24T12:53:13.000Z,Wrong Number,9a7cab4b5c86068cb
2019-12-16,2019-12-16T19:12:37.000Z,Left Voicemail,66948b4a75b066c04
2019-08-08,2019-08-08T16:59:34.000Z,No Answer,ac8046aa74c8059cb
2019-11-11,2019-11-11T23:54:32.000Z,Wrong Number,a74455ca477c04654
2019-12-04,2019-12-04T15:31:45.000Z,No Answer,849b609400b65059b
2019-12-09,2019-12-09T19:12:58.000Z,No Answer,bbcb5586699b97b48
2019-12-11,2019-12-11T18:30:11.000Z,No Answer,bbcb5586699b97b48
2019-12-13,2019-12-13T18:07:18.000Z,No Answer,bbcb5586699b97b48
2019-12-13,2019-12-13T18:09:07.000Z,Wrong Number,8b567b7690b9cc74
2019-12-11,2019-12-11T18:35:35.000Z,No Answer,8b567b7690b9cc74
2019-12-06,2019-12-06T23:03:19.000Z,No Answer,890485a6956749a68
2019-12-09,2019-12-09T19:26:04.000Z,No Answer,890485a6956749a68
2019-12-13,2019-12-13T17:53:37.000Z,No Answer,890485a6956749a68
2019-06-11,2019-06-24T12:49:39.000Z,Left Voicemail,479089a48c7a40456
2019-06-11,2019-06-24T12:49:36.000Z,Left Voicemail,9aab6847aa8a4b000
2019-06-11,2019-06-24T12:49:41.000Z,Left Voicemail,a4888bb5c706b649b
2019-11-04,2019-11-04T22:32:24.000Z,Left Voicemail,78649c08c94ccb6b
2019-11-04,2019-11-04T22:32:36.000Z,No Answer,78649c08c94ccb6b
2019-11-04,2019-11-04T22:32:09.000Z,Left Voicemail,47aa4b99897a940a6
2019-11-04,2019-11-04T22:31:15.000Z,Left Voicemail,506b75776ac740a68
2019-03-27,2019-03-27T15:59:41.000Z,Connected,84c790086bc84a808
2019-06-19,2019-06-24T12:31:11.000Z,Wrong Number,a9c69575889b95776
2019-09-10,2019-09-10T22:15:59.000Z,No Answer,46865490606507cc
2019-07-14,2019-07-14T22:17:22.000Z,No Answer,a66b85a5c06aa5990
2019-07-16,2019-07-16T22:10:26.000Z,Left Voicemail,59cca7646944b4a5b
2019-07-16,2019-07-16T22:09:12.000Z,Left Voicemail,59cca7646944b4a5b
2019-07-16,2019-07-16T22:10:39.000Z,Left Voicemail,59cca7646944b4a5b
2019-07-16,2019-07-16T22:10:17.000Z,Left Voicemail,59cca7646944b4a5b
2019-08-08,2019-08-08T16:49:28.000Z,No Answer,b486acbbca898a0ab
2019-11-04,2019-11-04T22:31:36.000Z,Left Voicemail,75098559840685ac6
2019-10-15,2019-10-15T22:38:54.000Z,No Answer,46b58065094a0a696
2019-10-02,2019-10-02T14:28:29.000Z,No Answer,c69098a8aa9c0c79
2019-09-24,2019-09-24T13:58:17.000Z,No Answer,c69098a8aa9c0c79
2019-09-24,2019-09-24T15:44:27.000Z,No Answer,bac97694649cca8b8
2019-07-23,2019-07-23T23:48:52.000Z,No Answer,54596a97a80a8495b
2019-07-25,2019-07-25T23:52:20.000Z,No Answer,54596a97a80a8495b
2019-07-23,2019-07-23T23:49:20.000Z,No Answer,4c7756a74c97bcb7b
2019-07-25,2019-07-25T23:53:13.000Z,No Answer,4c7756a74c97bcb7b
2019-09-13,2019-09-13T15:34:50.000Z,No Answer,668acb09550a64b40
2019-07-23,2019-07-23T23:48:37.000Z,No Answer,668acb09550a64b40
2019-09-30,2019-09-30T14:45:10.000Z,No Answer,668acb09550a64b40
